華語,台語漢字,臺羅
銀木麻黃,木麻,Bo?k-mu?
銀木麻黃,麻黃,Mu?-h?ng
銀木麻黃,木麻黃,Bo?k-mu?-h?ng
休氏木麻黃,木麻,Bo?k-mu?
休氏木麻黃,麻黃,Mu?-h?ng
休氏木麻黃,木麻黃,Bo?k-mu?-h?ng
山木麻黃,木麻,Bo?k-mu?
山木麻黃,麻黃,Mu?-h?ng
山木麻黃,木麻黃,Bo?k-mu?-h?ng
糙葉樹,白雞油,Pe?h-ke-?u
糙葉樹,白雞油樹,Pe?h-ke-?u-tsh?u
石朴,石朴樹,Tsio?h-phoh-tsh?u
石朴,石朴,Tsio?h-phoh
小葉朴,石澀,Tsio?h-siap
小葉朴,石澀樹,Tsio?h-siap-tsh?u
小葉朴,細葉朴,S?-hio?h-phoh
菲律賓朴樹,山柚仔,Suann-?u-?
朴樹,朴仔樹,Phoh-?-tsh?u
朴樹,朴仔,Phoh-?
山黃麻,山羊麻,Suann-?unn-mu?
山黃麻,檨仔葉公,Su?inn-?-hio?h-kang
山黃麻,山黃麻,Suann-n?g-mu?
銳葉山黃麻,山油麻,Suann-?u-mu?
榔榆,紅雞油,?ng-ke-?u
榔榆,紅雞榆,?ng-ke-j?u
櫸,雞母樹,Ke-b?-tsh?u
櫸,雞油,Ke-?u
櫸,雞榆,Ke-j?u
櫸,台灣櫸,T?i-u?n-k?
櫸,光葉櫸,Kng-hio?h-k?
櫸,雞母樹,Ke-b?-tsh?u
櫸,雞油,Ke-?u
櫸,雞榆,Ke-j?u
麵包樹,罷接烙,Pa?t-tsih-luh
麵包樹,麵磅樹,M?-p?ng-tsh?u
麵包樹,麵包樹,M?-pau-tsh?u
蘭嶼麵包樹,波羅蜜樹,Pho-l?-bi?t-tsh?u
蘭嶼麵包樹,罷接烙,Pa?t-tsih-luh
蘭嶼麵包樹,麵包樹,M?-pau-tsh?u
蘭嶼麵包樹,麵包果樹,M?-pau-k?-tsh?u
蘭嶼麵包樹,麵磅樹,M?-p?ng-tsh?u
猴面果,猴面果,K?u-b?n-k?
猴面果,野波羅蜜,I?-pho-l?-bi?t
小構樹,日本楮樹,Ji?t-p?n-ts?-tsh?u
小構樹,楮樹,Ts?-tsh?u
小構樹,鹿仔樹,Lo?k-?-tsh?u
構樹,鹿仔樹,Lo?k-?-tsh?u
台灣柘樹,大丁黃,Tu?-ting-h?ng
台灣柘樹,牛角牯刺,G?-kak-k?o-tsh?
台灣柘樹,刺果,Tsh?-k?
台灣柘樹,刺果樹,Tsh?-k?-tsh?u
台灣柘樹,刺格仔,Tsh?-keh-?
台灣柘樹,香港柘樹,Hiong-k?ng-tsi?-tsh?u
台灣柘樹,黃金桂,N?g-kim-ku?
台灣柘樹,黃檀,N?g-tu?nn
水同木,大冇樹,Tu?-ph?nn-tsh?u
水同木,豬母奶,Ti-b?-ling
水同木,水同木,Tsu?-t?ng-bo?k
水同木,水管仔,Tsu?-k?ng-?
垂榕,細葉榕,S?-hio?h-tsh?ng
垂榕,白榕,Pe?h-tsh?ng
垂榕,白肉榕,Pe?h-bah-tsh?ng
垂榕,垂葉榕,Su?-hio?h-tsh?ng
垂榕,垂榕,Su?-tsh?ng
大葉赤榕,大葉榕,Tu?-hio?h-tsh?ng
對葉榕,克明榕,Khik-b?ng-tsh?ng
印度橡膠樹,橡皮樹,Tsh?unn-phu?-tsh?u
牛乳榕,三麴,Sam-khiok
牛乳榕,三丁黃,Sann-ting-h?ng
牛乳榕,天仙果,Thian-sian-k?
牛乳榕,牛奶榕,G?-ling-tsh?ng
牛乳榕,牛母奶,G?-b?-ling
牛乳榕,奶漿仔,Lin-tsiunn-?
牛乳榕,鹿飯,Lo?k-pn?g
牛乳榕,鹿飯水管仔,Lo?k-pn?g-tsu?-k?ng-?
牛乳榕,小管仔,Si?-k?ng-?
天仙果,台灣天仙果,T?i-u?n-thian-sian-k?
天仙果,台灣榕,T?i-u?n-tsh?ng
天仙果,玉角帶,Gio?k-kak-tu?
糙葉榕,九重炊,K?u-t?ng-tshue
糙葉榕,細葉澀葉,Su?-hio?h-siap-hio?h
糙葉榕,澀葉榕,Siap-hio?h-tsh?ng
糙葉榕,澀仔樹,Siap-?-tsh?u
榕樹,正榕,Tsi?nn-tsh?ng
榕樹,烏榕,Oo-tsh?ng
榕樹,榕,Tsh?ng
厚葉榕樹,厚葉榕,K?u-hio?h-tsh?ng
厚葉榕樹,寄生榕,Ki?-sinn-tsh?ng
九丁榕,九重榕,K?u-t?ng-tsh?ng
九丁榕,九重樹,K?u-t?ng-tsh?u
九丁榕,大葉九重炊,Tu?-hio?h-k?u-t?ng-tshue
鵝鸞鼻蔓榕,大葉冇,Tu?-hio?h-ph?nn
鵝鸞鼻蔓榕,大冇樹,Tu?-ph?nn-tsh?u
鵝鸞鼻蔓榕,水管,Tsu?-k?ng
鵝鸞鼻蔓榕,澀仔樹,Siap-?-tsh?u
薜荔,天拋藤,Thian-phau-t?n
薜荔,文頭果,B?n-th?u-k?
薜荔,木瓜藤,Bo?k-kue-t?n
薜荔,木蓮,Bo?k-li?n
薜荔,木壁蓮,Ba?k-piah-li?n
薜荔,石壁蓮,Tsio?h-piah-li?n
薜荔,風不動,Hong-put-t?ng
愛玉子,天拋仔,Thian-phau-?
愛玉子,玉枳,Gio?k-ts?
愛玉子,枳仔,Ts?-?
愛玉子,枳枯,Ts?-koo
愛玉子,草子仔,Tsh?u-ts?-?
愛玉子,草枳仔,Tsh?u-ts?-?
愛玉子,草實子,Tsh?u-si?t-ts?
愛玉子,黍仔子,S?-?-ts?
愛玉子,黍仔實,S?-?-si?t
愛玉子,犀枳仔,Sai-ts?-?
印度菩提樹,印度菩提樹,?n-t?o-ph?o-th?-tsh?u
印度菩提樹,阿輸陀樹,A-su-t?-tsh?u
印度菩提樹,思維樹,Su-u?-tsh?u
印度菩提樹,畢缽羅樹,Pit-puah-l?-tsh?u
印度菩提樹,菩提樹,Ph?o-th?-tsh?u
印度菩提樹,覺樹,Kak-tsh?u
落葉榕,落葉榕,Lo?h-hio?h-tsh?ng
落葉榕,蘭嶼榕,L?n-s?-tsh?ng
珍珠蓮,冰粉樹,Ping-h?n-tsh?u
珍珠蓮,阿里山真珠蓮,A-l?-san-tsin-tsu-li?n
珍珠蓮,真珠蓮,Tsin-tsu-li?n
珍珠蓮,冰粉樹,Ping-h?n-tsh?u
珍珠蓮,真珠蓮,Tsin-tsu-li?n
稜果榕,大葉冇,Tu?-hio?h-ph?nn
稜果榕,大冇樹,Tu?-ph?nn-tsh?u
稜果榕,牛奶樹,G?-ling-tsh?u
稜果榕,常綠榕,Si?ng-li?k-tsh?ng
稜果榕,蜊仔葉,L?-?-hio?h
稜果榕,豬母奶,Ti-b?-ling
稜果榕,樠樹,Mi?-tsh?u
山豬枷,白沙,Pe?h-sua
山豬枷,澀仔樹,Siap-?-tsh?u
山豬枷,山豬枷,Suann-ti-k?
越橘葉蔓榕,細號水管仔,S?-h?-tsu?-k?ng-?
雀榕,山榕,Suann-tsh?ng
雀榕,赤榕,Tshiah-tsh?ng
雀榕,紅肉榕,?ng-bah-tsh?ng
雀榕,鳥屎榕,Tsi?u-s?i-tsh?ng
雀榕,鳥榕,Tsi?u-tsh?ng
雀榕,癩�P榕,Th?i-ko-tsh?ng
葎草,山苦瓜,Suann-kh?o-kue
葎草,玄乃草,Hi?n-n?i-tsh?u
葎草,苦瓜草,Kh?o-kue-tsh?u
葎草,鳥仔蔓,Tsi?u-?-mu?
蟠龍木,牛筋藤,G?-kun-t?n
蟠龍木,馬來藤,M?-l?i-t?n
小葉桑,桑材仔,Sng-ts?i-?
小葉桑,桑材樹,Sng-ts?i-tsh?u
小葉桑,娘樹,N?u-tsh?u
小葉桑,野桑,I?-song
小葉桑,蠶仔葉樹,Th?m-?-hio?h-tsh?u
小葉桑,蠶仔樹,Tsh?m-?-tsh?u
小葉桑,鹽桑仔,I?m-sng-?
小葉桑,娘仔樹,N?u-?-tsh?u
密花苧麻,山水柳,Suann-tsu?-l?u
密花苧麻,山麻仔,Suann-mu?-?
密花苧麻,山黃麻,Suann-n?g-mu?
密花苧麻,木苧麻,Ba?k-t?-mu?
密花苧麻,水柳黃,Tsu?-l?u-n?g
密花苧麻,粗皮柳,Tshoo-phu?-l?u
密花苧麻,粗糠殼,Tshoo-khng-khak
密花苧麻,蝦公鬚,H?-kong-tshiu
青苧麻,山苧麻,Suann-t?-mu?
青苧麻,苧仔,Tu?-?
青苧麻,苧仔樹,Tu?-?-tsh?u
青苧麻,苧麻,T?-mu?
青苧麻,真麻,Tsin-mu?
青苧麻,苧,T?
苧麻,山苧麻,Suann-t?-mu?
苧麻,苧仔,Tu?-?
苧麻,苧仔薯,Tu?-?-ts?
苧麻,真麻,Tsin-mu?
苧麻,苧,T?
華南苧麻,平葉苧麻,P?nn-hio?h-t?-mu?
華南苧麻,海南木苧麻,H?i-l?m-ba?k-t?-mu?
小苧麻,小赤麻,Si?-tshiah-mu?
小苧麻,伏麻,Ho?k-mu?
長葉苧麻,金石榴,Kim-sia?h-l?u
蟲蟻麻,咬人貓,K?-l?ng-niau
蟲蟻麻,刺草,Tsh?-tsh?u
台灣蟲蟻麻,咬人貓,K?-l?ng-niau
台灣蟲蟻麻,刺草,Tsh?-tsh?u
瘤冠麻,咬人貓,K?-l?ng-niau
瘤冠麻,刺草,Tsh?-tsh?u
水麻,水麻仔,Tsu?-mu?-?
水麻,麻仔,Mu?-?
水麻,水麻,Tsu?-mu?
蘭嶼咬人狗,蘭嶼咬人狗,L?n-s?-k?-l?ng-k?u
蘭嶼咬人狗,恆春咬人狗,H?ng-tshun-k?-l?ng-k?u
蘭嶼咬人狗,咬人狗,K?-l?ng-k?u
闊葉樓梯草,闊葉樓梯草,Khuah-hio?h-l?u-thui-tsh?u
闊葉樓梯草,蔣草,Ts?unn-tsh?u
闊葉樓梯草,心草,Sim-tsh?u
闊葉樓梯草,冷清草,L?ng-tshing-tsh?u
台灣樓梯草,台灣樓梯草,T?i-u?n-l?u-thui-tsh?u
台灣樓梯草,蔣草,Ts?unn-tsh?u
台灣樓梯草,心草,Sim-tsh?u
台灣樓梯草,冷清草,L?ng-tshing-tsh?u
冷清草,蔣草,Ts?unn-tsh?u
冷清草,心草,Sim-tsh?u
冷清草,冷清草,L?ng-tshing-tsh?u
絨莖樓梯草,樓梯草,L?u-thui-tsh?u
樓梯草,樓梯草,L?u-thui-tsh?u
桑葉麻,桑葉麻,Sng-hio?h-mu?
台灣蠍子草,蠍仔草,Giat-?-tsh?u
糯米糰,奶葉藤,Ling-hio?h-t?n
小葉石薯,石薯,Tsio?h-ts?
脈果石薯,石薯,Tsio?h-ts?
石薯,石薯,Tsio?h-ts?
咬人狗,咬人狗,K?-l?ng-k?u
咬人狗,恆春咬人狗,H?ng-tshun-k?-l?ng-k?u
恆春咬人狗,咬人狗,K?-l?ng-k?u
恆春咬人狗,恆春咬人狗,H?ng-tshun-k?-l?ng-k?u
長梗盤花麻,長梗盤花麻,Tn?g-k?ng-pu?nn-hue-mu?
四脈麻,山麻仔公,Suann-mu?-?-kang
四脈麻,四脈苧麻,S?-me?h-t?-mu?
蘭嶼水絲麻,白葉仔,Pe?h-hio?h-?
蘭嶼水絲麻,蘭嶼白苧麻,L?n-s?-pe?h-t?-mu?
花點草,高墩草,Ko-tun-tsh?u
阿里山赤車使者,小鹿仔草,Si?-lo?k-?-tsh?u
阿里山赤車使者,長葉赤車使者,Tn?g-hio?h-tshiah-ki-s?-tsi?
阿里山赤車使者,溪頭赤車使者,Khe-th?u-tshiah-ki-s?-tsi?
赤車使者,赤車使者,Tshiah-ki-s?-tsi?
赤車使者,小鹿仔草,Si?-lo?k-?-tsh?u
糙菜赤車使者,糙菜樓梯草,Tsh?-tsh?i-l?u-thui-tsh?u
糙菜赤車使者,糙菜赤車使者,Tsh?-tsh?i-tshiah-ki-s?-tsi?
裂葉赤車使者,裂葉樓梯草,Li?h-hio?h-l?u-thui-tsh?u
裂葉赤車使者,裂葉赤車使者,Li?h-hio?h-tshiah-ki-s?-tsi?
短角冷水麻,冷水麻,L?ng-tsu?-mu?
白雪草,白雪草,Pe?h-seh-tsh?u
微齒冷水麻,冷水麻,L?ng-tsu?-mu?
恆春冷水麻,冷水麻,L?ng-tsu?-mu?
細尾冷水麻,冷水麻,L?ng-tsu?-mu?
小葉冷水麻,細葉冷水麻,S?-hio?h-l?ng-tsu?-mu?
小葉冷水麻,細葉冷水花,S?-hio?h-l?ng-tsu?-hue
小葉冷水麻,細葉冷水草,S?-hio?h-l?ng-tsu?-tsh?u
小葉冷水麻,細號珠仔草,S?-h?-tsu-?-tsh?u
小葉冷水麻,小水麻,Si?-tsu?-mu?
矮冷水麻,水麻兒,Tsu?-mu?-j?
長柄冷水麻,長柄冷水麻,Tn?g-p?nn-l?ng-tsu?-mu?
長柄冷水麻,冷水麻,L?ng-tsu?-mu?
圓果冷水麻,冷水麻,L?ng-tsu?-mu?
細葉冷水麻,冷水麻,L?ng-tsu?-mu?
圓瓣冷水麻,圓瓣冷水麻,?nn-p?n-l?ng-tsu?-mu?
圓瓣冷水麻,冷水麻,L?ng-tsu?-mu?
大冷水麻,大冷水麻,Tu?-l?ng-tsu?-mu?
大冷水麻,冷水麻,L?ng-tsu?-mu?
中華冷水麻,中華冷水麻,Tiong-hu?-l?ng-tsu?-mu?
中華冷水麻,冷水麻,L?ng-tsu?-mu?
落尾麻,落尾麻,Lo?h-bu?-mu?
落尾麻,落尾木,Lo?h-bu?-bo?k
水雞油,番仔消膏,Huan-?-siau-ko
水雞油,濁黏,L?-li?m
霧水葛,石薯仔,Tsio?h-ts?-?
霧水葛,全緣葉水雞油,Tsu?n-i?n-hio?h-tsu?-ke-?u
霧水葛,草本金石榴,Tsh?u-p?n-kim-sia?h-l?u
烏來麻,烏來草,U-lai-tsh?u
烏來麻,蝦公菜,H?-kang-tsh?i
烏來麻,藤麻,T?n-mu?
烏來麻,山七,Suann-tshit
烏來麻,樹三七,Tsh?u-sam-tshit
蕁麻,刺草,Tsh?-tsh?u
蕁麻,咬人貓,K?-l?ng-niau
長梗紫麻,山水柳,Suann-tsu?-l?u
長梗紫麻,長柄紫苧麻,Tn?g-p?nn-ts?-t?-mu?
長梗紫麻,紫苧麻,Ts?-t?-mu?
胭脂樹,印色樹,?n-sik-tsh?u
胭脂樹,紅木,?ng-bo?k
胭脂樹,胭脂樹,Ian-tsi-tsh?u
薄葉嘉賜木,台灣嘉賜木,T?i-u?n-ka-s?-bo?k
薄葉嘉賜木,望山棵,B?ng-suann-kho
薄葉嘉賜木,麥氏嘉賜木,Be?h-s?-ka-s?-bo?k
山桐子,椅樹,?-tsh?u
魯花樹,台灣刺苳,T?i-u?n-tsh?-tang
魯花樹,台灣樹,T?i-u?n-tsh?u
魯花樹,有刺赤蘭,?-tsh?-tshiah-l?n
魯花樹,刺苳,Tsh?-tang
柞木,紅心刺,?ng-sim-tsh?
柞木,葫蘆刺,H?o-l?o-tsh?
台灣瑞香,阿里山瑞香,A-l?-san-su?-hiong
芫花,魚毒,H?-to?k
芫花,鬧魚花,N?u-h?-hue
芫花,頭疼花,Th?u-thi?nn-hue
白花瑞香,白花瑞香,Pe?h-hue-su?-hiong
白花瑞香,毛瑞香,M?o-su?-hiong
矮瑞香,矮瑞香,?i-su?-hiong
南嶺蕘花,山埔崙,Suann-poo-l?n
南嶺蕘花,埔崙,Poo-l?n
南嶺蕘花,埔銀,Poo-g?n
紅蕘花,烏來蕘花,U-lai-gi?u-hue
台灣蕘花,台灣蕘花,T?i-u?n-gi?u-hue
黃細心,沙參,Sa-sim
黃細心,黃細心,N?g-s?-sim
九重葛,刺仔花,Tsh?-?-hue
九重葛,南美紫茉莉,L?m-b?-ts?-ba?k-l?
九重葛,洋紫茉莉,?unn-ts?-ba?k-l?
九重葛,紫藤,Ts?-t?n
九重葛,龜花,Ku-hue
九重葛,葉仔花,Hio?h-?-hue
紫茉莉,煮飯花,Ts?-pn?g-hue
紫茉莉,素香,S?o-hiong
紫茉莉,胭脂花,Ian-tsi-hue
紫茉莉,晚香花,Bu?n-hiong-hua
腺果藤,齒戳,Kh?-thok
腺果藤,齒草,Kh?-tsh?u
無刺藤,水冬瓜,Tsu?-tang-kue
皮孫木,水冬瓜,Tsu?-tang-kue
銀樺,絹檻,K?n-kh?m
銀樺,銀樺,G?n-hu?
銀樺,銀橡樹,G?n-tsh?unn-tsh?u
銀樺,絹柏,K?n-peh
紅葉樹,羊仔屎,?unn-?-s?i
山龍眼,菜脯筋,Tsh?i-p?o-kin
大葉海桐,楠葉海桐,L?m-hio?h-h?i-t?ng
大葉海桐,寄生海桐,Ki?-sinn-h?i-t?ng
疏果海桐,海桐花,H?i-t?ng-hue
疏果海桐,海桐,H?i-t?ng
疏果海桐,山海桐,San-h?i-t?ng
疏果海桐,滿山香,Mu?-suann-hiong
疏果海桐,接骨丹,Tsiap-kut-tan
疏果海桐,野黃梔,I?-n?g-kinn
疏果海桐,尖葉海桐,Tsiam-hio?h-h?i-t?ng
蘭嶼海桐,蘭嶼海桐,L?n-s?-h?i-t?ng
蘭嶼海桐,海桐,H?i-t?ng
七里香,十里香,Tsa?p-l?-hiong
七里香,台灣海桐,T?i-u?n-h?i-t?ng
七里香,雞榆,Ke-j?u
七里香,七里香,Tshit-l?-hiong
海桐,海桐花,H?i-t?ng-hue
海桐,海桐,H?i-t?ng
海桐,七里香,Tshit-l?-hiong
銳葉山柑,小風蝶木,Si?-hong-ia?h-bo?k
銳葉山柑,山柑仔,Suann-kam-?
銳葉山柑,毛瓣蝴蝶木,M?o-p?n-?o-tia?p-ba?k
銳葉山柑,狹葉山柑,E?h-hio?h-suann-kam
銳葉山柑,細葉風蝶木,S?-hio?h-hong-ia?h-bo?k
銳葉山柑,細葉蝴蝶木,S?-hio?h-?o-tia?p-ba?k
銳葉山柑,鳥殼仔,Tsi?u-khak-?
銳葉山柑,薄葉山柑,Po?h-hio?h-suann-kam
蘭嶼 ,蘭嶼風蝶木,L?n-s?-hong-ia?h-bo?k
蘭嶼 ,蘭嶼山柑,L?n-s?-suann-kam
小刺山柑,小刺山柑,Si?-tsh?-suann-kam
小刺山柑,野生風蝶木,I?-sing-hong-ia?h-bo?k
小刺山柑,山柑,Suann-kam
小刺山柑,牛目睭,G?-ba?k-tsiu
毛花山柑,綠島山柑,Li?k-t?-suann-kam
毛花山柑,毛花山柑,M?o-hue-suann-kam
毛花山柑,山柑,Suann-kam
山柑,山柑,Suann-kam
山柑,台灣山柑,T?i-u?n-suann-kam
白花菜,白花仔菜,Pe?h-hue-?-tsh?i
魚木,三跤鱉,Sann-kha-pih
魚木,三跤皮,Sann-kha-phu?
魚木,三跤別,Sann-kha-pia?t
魚木,三跤桌,Sann-kha-toh
魚木,百松檳,Pah-si?ng-pin
魚木,牛角��,G?-kak-uainnh
向天黃,向天黃,Hi?ng-thian-h?ng
向天黃,黃花草,N?g-hue-tsh?u
向天黃,向天盞,Hi?ng-thian-tsu?nn
向天黃,臭屎菜,Tsh?u-s?i-tsh?i
向天黃,羊角草,?unn-kak-tsh?u
無葉檉柳,西河柳,Se-h?-l?u
無葉檉柳,觀音柳,Kuan-im-l?u
雙黃花菫菜,菫菜,K?n-tsh?i
箭葉菫菜,蕹菜?,?ng-tsh?i-h?ng
茶匙�^,茶匙?,T?-s?-h?ng
台灣菫菜,台灣茶匙?,T?i-u?n-t?-s?-h?ng
塔山菫菜,塔山茶匙?,Thah-suann-t?-s?-h?ng
塔山菫菜,紅殼草,?ng-khak-tsh?u
塔山菫菜,塔山菫菜,Thah-suann-k?n-tsh?i
塔山菫菜,台灣茶匙?,T?i-u?n-t?-s?-h?ng
塔山菫菜,茶匙?,T?-s?-h?ng
紫花地丁,紫花地丁,Ts?-hue-t?-ting
紫花地丁,地丁草,T?-ting-tsh?u
紫花地丁,茶匙?,T?-s?-h?ng
台北菫菜,中澤氏茶匙?,Tiong-ti?k-s?-t?-s?-h?ng
台北菫菜,茶匙?,T?-s?-h?ng
菲律賓菫菜,蕹菜?,?ng-tsh?i-h?ng
菲律賓菫菜,雞舌?,Ke-tsi?h-h?ng
喜岩菫菜,??毛茶匙?,T?ng-m?o-t?-s?-h?ng-t?
喜岩菫菜,短毛菫菜,M?o-k?n-tsh?i
尖山菫菜,尖山茶匙?,Tsiam-suann-t?-s?-h?ng
三色菫,人面花,L?ng-b?n-hue
三色菫,蝴蝶花,?o-tia?p-hue
三色菫,貓兒臉,Niau-j?-li?n
三色菫,遊蝶花,?u-tia?p-hue
葡菫菜,葡菫菜,P?-k?n-tsh?i
葡菫菜,如意草,J?-?-tsh?u
瓜子金,瓜子金,Kue-ts?-kim
瓜子金,七寸金,Tshit-tsh?n-kim
瓜子金,蜊仔草,L?-?-tsh?u
瓜子金,遠志,U?n-ts?
瓜子金,鐵釣竿,Thih-ti?-kuann
小扁豆,小肉豆,Si?-bah-t?u
齒果草,齒果草,Kh?-k?-tsh?u
百香果,時計果,S?-k?-k?
百香果,時鐘瓜仔,S?-tsing-kue-?
百香果,雞卵果,Ke-nn?g-k?
百香果,西番蓮,Se-huan-li?n
合子草,合子草,Ha?p-ts?-tsh?u
雙輪瓜,雙輪瓜,Siang-l?n-kue
絞股藍,龍鬚藤,L?ng-tshiu-t?n
絲瓜,菜瓜,Tsh?i-kue
倒吊金鐘,雞屎藤,Ke-s?i-t?n
黑果馬瓜兒,山刺瓜,Suann-tsh?-kue
黑果馬瓜兒,鈕仔瓜,L?u-?-kue
黑果馬瓜兒,野苦瓜,I?-kh?o-kue
苦瓜,苦瓜,Kh?o-kue
穿山龍,天公炮,Thinn-kong-ph?u
穿山龍,半天炮,Pu?nn-thinn-ph?u
穿山龍,苦藤,Kh?o-t?n
穿山龍,穿山龍,Tshng-suann-l?ng
斑花青牛膽,山瓜,Suann-kue
斑花青牛膽,臭瓜,Tsh?u-kue
師古草,王瓜,?ng-kue
師古草,野冬瓜,I?-tang-kue
芋葉栝樓,芋葉栝蔞,?o-hio?h-kuat-l?o
芋葉栝樓,毛果栝蔞,M?o-k?-kuat-l?o
芋葉栝樓,全葉栝蔞,Tsu?n-hio?h-kuat-l?o
芋葉栝樓,栝蔞,Kuat-l?o
圓果秋海棠,圓果秋海棠,?nn-k?-tshiu-h?i-t?ng
圓果秋海棠,秋海棠,Tshiu-h?i-t?ng
武威秋海棠,武威秋海棠,B?-ui-tshiu-h?i-t?ng
武威秋海棠,秋海棠,Tshiu-h?i-t?ng
溪頭秋海棠,溪頭秋海棠,Khe-th?u-tshiu-h?i-t?ng
溪頭秋海棠,圓葉秋海棠,?nn-hio?h-tshiu-h?i-t?ng
溪頭秋海棠,秋海棠,Tshiu-h?i-t?ng
水鴨腳,水鴨跤,Tsu?-ah-kha
水鴨腳,水鴨跤秋海棠,Tsu?-ah-kha-tshiu-h?i-t?ng
水鴨腳,台灣水鴨跤,T?i-u?n-tsu?-ah-kha
水鴨腳,裂葉秋海棠,Li?h-hio?h-tshiu-h?i-t?ng
水鴨腳,秋海棠,Tshiu-h?i-t?ng
巒大秋海棠,巒大秋海棠,Lu?n-tu?-tshiu-h?i-t?ng
巒大秋海棠,野秋海棠,I?-tshiu-h?i-t?ng
巒大秋海棠,秋海棠,Tshiu-h?i-t?ng
木瓜,木瓜,Bo?k-kue
木瓜,奶瓜,Ling-kue
木瓜,番木瓜,Huan-bo?k-kue
木瓜,番仔木瓜,Huan-?-bo?k-kue
木瓜,番瓜樹,Huan-kue-tsh?u
木瓜,萬壽果,B?n-s?u-k?
木瓜,蓬生果,H?ng-sing-k?
六角柱,六角柱,La?k-kak-thi?u
六角柱,鬼面跤,Ku?-b?n-kha
六角柱,六角石,La?k-kak-tsio?h
六角柱,六角仙人鞭,La?k-kak-sian-j?n-pian
仙人掌,仙人掌,Sian-j?n-tsi?ng
仙人掌,仙人草,Sian-j?n-tsh?u
仙人掌,仙巴掌,Sian-pa-tsi?ng
仙人掌,刺球,Tsh?-k?u
仙人掌,戒火草,K?i-hu?-tsh?u
仙人掌,火莧,Hu?-h?ng
仙人掌,火莧刺,Hu?-h?ng-tsh?
繩黃麻,假黃麻,K?-n?g-mu?
黃麻,黃麻,N?g-mu?
黃麻,苦麻,Kh?o-mu?
黃麻,楊麻,?unn-mu?
山麻,山麻,Suann-mu?
山麻,斗鹿,T?u-lo?k
薯豆,牛屎柯,G?-s?i-kho
薯豆,羊仔屎,?unn-?-s?i
薯豆,香菇柴,Hiunn-koo-tsh?
繁花薯豆,繁花杜英,Hu?n-hue-t?o-ing
繁花薯豆,繁花薯豆,Hu?n-hue-ts?-t?u
繁花薯豆,杜英,T?o-ing
錫蘭橄欖,鋸葉杜英,K?-hio?h-t?o-ing
錫蘭橄欖,橄仔,Kan-?
錫蘭橄欖,錫蘭橄仔,Sik-l?n-kan-?
球果杜英,旱田氏杜英,H?n-ti?n-s?-t?o-ing
球果杜英,倒卵果杜英,T?-nn?g-k?-t?o-ing
杜英,猴歡喜,K?u-huann-h?
杜英,松梧,Si?ng-ng?o
杜英,厚殼仔,K?u-khak-?
杜英,牛屎柯,G?-s?i-kho
杜英,羊屎樹,?unn-s?i-tsh?u
杜英,羊仔樹,?unn-?-tsh?u
厚葉捕魚木,厚葉扁擔桿,K?u-hio?h-pin-tann-ku?inn
大葉捕魚木,大葉扁擔,Tu?-hio?h-pin-tann
小葉捕魚木,細葉扁擔,S?-hio?h-pin-tann
小葉捕魚木,海岸扁擔,H?i-hu?nn-pin-tann
菱葉捕魚木,菱葉扁擔,L?ng-hio?h-pin-tann
西印度櫻桃,南美假櫻桃,L?m-b?-k?-ing-th?
西印度櫻桃,假櫻桃,K?-ing-th?
西印度櫻桃,文定果,B?n-t?ng-k?
西印度櫻桃,西印度櫻桃,Sai-?n-t?o-ing-th?
猴歡喜,猴歡喜,K?u-huann-h?
垂桉草,黃花蝨母子,N?g-hue-sat-b?-ts?
垂桉草,黃花蝨母頭,N?g-hue-sat-b?-th?u
垂桉草,黃花地桃花,N?g-hue-t?-th?-hue
長葉垂桉草,毛黃花蝨母子,M?o-n?g-hue-sat-b?-ts?
長葉垂桉草,黃花蝨母子,N?g-hue-sat-b?-ts?
菲島垂桉草,蝨母子,Sat-b?-ts?
臭垂桉草,黃花蝨母子,N?g-hue-sat-b?-ts?
梧桐,梧桐,G?o-t?ng
梧桐,青桐,Tshenn-t?ng
梧桐,麻桐樹,Mu?-t?ng-tsh?u
梧桐,耳桐,H?nn-t?ng
山芝麻,山芝麻,Suann-tsi-mu?
山芝麻,山豆根,Suann-t?u-kin
山芝麻,苦麻,Kh?o-mu?
銀葉樹,銀葉樹,G?n-hio?h-tsh?u
銀葉樹,大白葉仔,Tu?-pe?h-hio?h-?
克蘭樹,饅頭粿,B?n-th?u-ku?
野路葵,燈仔草,Ting-?-tsh?u
翅子樹,白桐,Pe?h-t?ng
台灣梭羅樹,白樹,Pe?h-tsh?u
台灣梭羅樹,朝鮮桐,Ti?u-si?n-t?ng
台灣梭羅樹,銃床楠,Tsh?ng-tsh?ng-l?m
蘋婆,豬哥磅,Ti-ko-p?ng
可可樹,芝車力,Tsi-ku-li?k
草梧桐,草梧桐,Tsh?u-g?o-t?ng
木棉,斑芝樹,Pan-tsi-tsh?u
木棉,斑芝,Pan-tsi
木棉,吉貝棉,Ka-po?k-m?
木棉,木棉,Bo?k-m?
木棉,紅棉,?ng-m?
瓜比萊斯輕木,輕木,Khin-ba?k
巴拉巴栗,大果木棉,Tu?-k?-bo?k-m?
香葵,三跤破,Sann-kha-phu?
香葵,三跤鱉,Sann-kha-pih
香葵,藥虎,Io?h-h?o
冬葵子,四米草,S?-b?-tsh?u
冬葵子,朴仔草,Phoh-?-tsh?u
